date_id,day_date,month_ago_date,thirty_days_ago_date,is_month_start,is_month_end
2457131,2015-04-19,2015-03-19,2015-03-20,0,0
2457132,2015-04-20,2015-03-20,2015-03-21,0,0
2457133,2015-04-21,2015-03-21,2015-03-22,0,0
2457134,2015-04-22,2015-03-22,2015-03-23,0,0
2457135,2015-04-23,2015-03-23,2015-03-24,0,0
2457136,2015-04-24,2015-03-24,2015-03-25,0,0
2457137,2015-04-25,2015-03-25,2015-03-26,0,0
2457138,2015-04-26,2015-03-26,2015-03-27,0,0
2457139,2015-04-27,2015-03-27,2015-03-28,0,0
2457140,2015-04-28,2015-03-28,2015-03-29,0,0
2457141,2015-04-29,2015-03-29,2015-03-30,0,0
2457142,2015-04-30,2015-03-30,2015-03-31,0,1
2457143,2015-05-01,2015-04-01,2015-04-01,1,0
2457144,2015-05-02,2015-04-02,2015-04-02,0,0
2457145,2015-05-03,2015-04-03,2015-04-03,0,0
2457146,2015-05-04,2015-04-04,2015-04-04,0,0
2457147,2015-05-05,2015-04-05,2015-04-05,0,0
2457148,2015-05-06,2015-04-06,2015-04-06,0,0
2457149,2015-05-07,2015-04-07,2015-04-07,0,0
2457150,2015-05-08,2015-04-08,2015-04-08,0,0
2457151,2015-05-09,2015-04-09,2015-04-09,0,0
2457152,2015-05-10,2015-04-10,2015-04-10,0,0
2457153,2015-05-11,2015-04-11,2015-04-11,0,0
2457154,2015-05-12,2015-04-12,2015-04-12,0,0
2457155,2015-05-13,2015-04-13,2015-04-13,0,0
2457156,2015-05-14,2015-04-14,2015-04-14,0,0
2457157,2015-05-15,2015-04-15,2015-04-15,0,0
2457158,2015-05-16,2015-04-16,2015-04-16,0,0
2457159,2015-05-17,2015-04-17,2015-04-17,0,0
2457160,2015-05-18,2015-04-18,2015-04-18,0,0
2457161,2015-05-19,2015-04-19,2015-04-19,0,0
2457162,2015-05-20,2015-04-20,2015-04-20,0,0
2457163,2015-05-21,2015-04-21,2015-04-21,0,0
2457164,2015-05-22,2015-04-22,2015-04-22,0,0
2457165,2015-05-23,2015-04-23,2015-04-23,0,0
2457166,2015-05-24,2015-04-24,2015-04-24,0,0
2457167,2015-05-25,2015-04-25,2015-04-25,0,0
2457168,2015-05-26,2015-04-26,2015-04-26,0,0
2457169,2015-05-27,2015-04-27,2015-04-27,0,0
2457170,2015-05-28,2015-04-28,2015-04-28,0,0
2457171,2015-05-29,2015-04-29,2015-04-29,0,0
2457172,2015-05-30,2015-04-30,2015-04-30,0,0
2457173,2015-05-31,2015-05-01,2015-05-01,0,1
2457174,2015-06-01,2015-05-01,2015-05-02,1,0
2457175,2015-06-02,2015-05-02,2015-05-03,0,0
2457176,2015-06-03,2015-05-03,2015-05-04,0,0
2457177,2015-06-04,2015-05-04,2015-05-05,0,0
2457178,2015-06-05,2015-05-05,2015-05-06,0,0
2457179,2015-06-06,2015-05-06,2015-05-07,0,0
2457180,2015-06-07,2015-05-07,2015-05-08,0,0
2457181,2015-06-08,2015-05-08,2015-05-09,0,0
2457182,2015-06-09,2015-05-09,2015-05-10,0,0
2457183,2015-06-10,2015-05-10,2015-05-11,0,0
2457184,2015-06-11,2015-05-11,2015-05-12,0,0
2457185,2015-06-12,2015-05-12,2015-05-13,0,0
2457186,2015-06-13,2015-05-13,2015-05-14,0,0
2457187,2015-06-14,2015-05-14,2015-05-15,0,0
2457188,2015-06-15,2015-05-15,2015-05-16,0,0
2457189,2015-06-16,2015-05-16,2015-05-17,0,0
2457190,2015-06-17,2015-05-17,2015-05-18,0,0
2457191,2015-06-18,2015-05-18,2015-05-19,0,0
2457192,2015-06-19,2015-05-19,2015-05-20,0,0
2457193,2015-06-20,2015-05-20,2015-05-21,0,0
2457194,2015-06-21,2015-05-21,2015-05-22,0,0
2457195,2015-06-22,2015-05-22,2015-05-23,0,0
2457196,2015-06-23,2015-05-23,2015-05-24,0,0
2457197,2015-06-24,2015-05-24,2015-05-25,0,0
2457198,2015-06-25,2015-05-25,2015-05-26,0,0
2457199,2015-06-26,2015-05-26,2015-05-27,0,0
2457200,2015-06-27,2015-05-27,2015-05-28,0,0
2457201,2015-06-28,2015-05-28,2015-05-29,0,0
2457202,2015-06-29,2015-05-29,2015-05-30,0,0
2457203,2015-06-30,2015-05-30,2015-05-31,0,1
2457204,2015-07-01,2015-06-01,2015-06-01,1,0
2457205,2015-07-02,2015-06-02,2015-06-02,0,0
2457206,2015-07-03,2015-06-03,2015-06-03,0,0
2457207,2015-07-04,2015-06-04,2015-06-04,0,0
2457208,2015-07-05,2015-06-05,2015-06-05,0,0
2457209,2015-07-06,2015-06-06,2015-06-06,0,0
2457210,2015-07-07,2015-06-07,2015-06-07,0,0
2457211,2015-07-08,2015-06-08,2015-06-08,0,0
2457212,2015-07-09,2015-06-09,2015-06-09,0,0
2457213,2015-07-10,2015-06-10,2015-06-10,0,0
2457214,2015-07-11,2015-06-11,2015-06-11,0,0
2457215,2015-07-12,2015-06-12,2015-06-12,0,0
2457216,2015-07-13,2015-06-13,2015-06-13,0,0
2457217,2015-07-14,2015-06-14,2015-06-14,0,0
2457218,2015-07-15,2015-06-15,2015-06-15,0,0
2457219,2015-07-16,2015-06-16,2015-06-16,0,0
2457220,2015-07-17,2015-06-17,2015-06-17,0,0
2457221,2015-07-18,2015-06-18,2015-06-18,0,0
2457222,2015-07-19,2015-06-19,2015-06-19,0,0
2457223,2015-07-20,2015-06-20,2015-06-20,0,0
2457224,2015-07-21,2015-06-21,2015-06-21,0,0
2457225,2015-07-22,2015-06-22,2015-06-22,0,0
2457226,2015-07-23,2015-06-23,2015-06-23,0,0
2457227,2015-07-24,2015-06-24,2015-06-24,0,0
2457228,2015-07-25,2015-06-25,2015-06-25,0,0
2457229,2015-07-26,2015-06-26,2015-06-26,0,0
2457230,2015-07-27,2015-06-27,2015-06-27,0,0
2457231,2015-07-28,2015-06-28,2015-06-28,0,0
2457232,2015-07-29,2015-06-29,2015-06-29,0,0
2457233,2015-07-30,2015-06-30,2015-06-30,0,0
2457234,2015-07-31,2015-07-01,2015-07-01,0,1
2457235,2015-08-01,2015-07-01,2015-07-02,1,0
2457236,2015-08-02,2015-07-02,2015-07-03,0,0
2457237,2015-08-03,2015-07-03,2015-07-04,0,0
2457238,2015-08-04,2015-07-04,2015-07-05,0,0
2457239,2015-08-05,2015-07-05,2015-07-06,0,0
2457240,2015-08-06,2015-07-06,2015-07-07,0,0
2457241,2015-08-07,2015-07-07,2015-07-08,0,0
2457242,2015-08-08,2015-07-08,2015-07-09,0,0
2457243,2015-08-09,2015-07-09,2015-07-10,0,0
2457244,2015-08-10,2015-07-10,2015-07-11,0,0
2457245,2015-08-11,2015-07-11,2015-07-12,0,0
2457246,2015-08-12,2015-07-12,2015-07-13,0,0
2457247,2015-08-13,2015-07-13,2015-07-14,0,0
2457248,2015-08-14,2015-07-14,2015-07-15,0,0
2457249,2015-08-15,2015-07-15,2015-07-16,0,0
2457250,2015-08-16,2015-07-16,2015-07-17,0,0
2457251,2015-08-17,2015-07-17,2015-07-18,0,0
2457252,2015-08-18,2015-07-18,2015-07-19,0,0
2457253,2015-08-19,2015-07-19,2015-07-20,0,0
2457254,2015-08-20,2015-07-20,2015-07-21,0,0
2457255,2015-08-21,2015-07-21,2015-07-22,0,0
2457256,2015-08-22,2015-07-22,2015-07-23,0,0
2457257,2015-08-23,2015-07-23,2015-07-24,0,0
2457258,2015-08-24,2015-07-24,2015-07-25,0,0
2457259,2015-08-25,2015-07-25,2015-07-26,0,0
2457260,2015-08-26,2015-07-26,2015-07-27,0,0
2457261,2015-08-27,2015-07-27,2015-07-28,0,0
2457262,2015-08-28,2015-07-28,2015-07-29,0,0
2457263,2015-08-29,2015-07-29,2015-07-30,0,0
2457264,2015-08-30,2015-07-30,2015-07-31,0,0
2457265,2015-08-31,2015-07-31,2015-08-01,0,1
2457266,2015-09-01,2015-08-01,2015-08-02,1,0
2457267,2015-09-02,2015-08-02,2015-08-03,0,0
2457268,2015-09-03,2015-08-03,2015-08-04,0,0
2457269,2015-09-04,2015-08-04,2015-08-05,0,0
2457270,2015-09-05,2015-08-05,2015-08-06,0,0
2457271,2015-09-06,2015-08-06,2015-08-07,0,0
2457272,2015-09-07,2015-08-07,2015-08-08,0,0
2457273,2015-09-08,2015-08-08,2015-08-09,0,0
2457274,2015-09-09,2015-08-09,2015-08-10,0,0
2457275,2015-09-10,2015-08-10,2015-08-11,0,0
2457276,2015-09-11,2015-08-11,2015-08-12,0,0
2457277,2015-09-12,2015-08-12,2015-08-13,0,0
2457278,2015-09-13,2015-08-13,2015-08-14,0,0
2457279,2015-09-14,2015-08-14,2015-08-15,0,0
2457280,2015-09-15,2015-08-15,2015-08-16,0,0
2457281,2015-09-16,2015-08-16,2015-08-17,0,0
2457282,2015-09-17,2015-08-17,2015-08-18,0,0
2457283,2015-09-18,2015-08-18,2015-08-19,0,0
2457284,2015-09-19,2015-08-19,2015-08-20,0,0
2457285,2015-09-20,2015-08-20,2015-08-21,0,0
2457286,2015-09-21,2015-08-21,2015-08-22,0,0
2457287,2015-09-22,2015-08-22,2015-08-23,0,0
2457288,2015-09-23,2015-08-23,2015-08-24,0,0
2457289,2015-09-24,2015-08-24,2015-08-25,0,0
2457290,2015-09-25,2015-08-25,2015-08-26,0,0
2457291,2015-09-26,2015-08-26,2015-08-27,0,0
2457292,2015-09-27,2015-08-27,2015-08-28,0,0
2457293,2015-09-28,2015-08-28,2015-08-29,0,0
2457294,2015-09-29,2015-08-29,2015-08-30,0,0
2457295,2015-09-30,2015-08-30,2015-08-31,0,1
2457296,2015-10-01,2015-09-01,2015-09-01,1,0
2457297,2015-10-02,2015-09-02,2015-09-02,0,0
2457298,2015-10-03,2015-09-03,2015-09-03,0,0
2457299,2015-10-04,2015-09-04,2015-09-04,0,0
2457300,2015-10-05,2015-09-05,2015-09-05,0,0
2457301,2015-10-06,2015-09-06,2015-09-06,0,0
2457302,2015-10-07,2015-09-07,2015-09-07,0,0
2457303,2015-10-08,2015-09-08,2015-09-08,0,0
2457304,2015-10-09,2015-09-09,2015-09-09,0,0
2457305,2015-10-10,2015-09-10,2015-09-10,0,0
2457306,2015-10-11,2015-09-11,2015-09-11,0,0
2457307,2015-10-12,2015-09-12,2015-09-12,0,0
2457308,2015-10-13,2015-09-13,2015-09-13,0,0
2457309,2015-10-14,2015-09-14,2015-09-14,0,0
2457310,2015-10-15,2015-09-15,2015-09-15,0,0
2457311,2015-10-16,2015-09-16,2015-09-16,0,0
2457312,2015-10-17,2015-09-17,2015-09-17,0,0
2457313,2015-10-18,2015-09-18,2015-09-18,0,0
2457314,2015-10-19,2015-09-19,2015-09-19,0,0
2457315,2015-10-20,2015-09-20,2015-09-20,0,0
2457316,2015-10-21,2015-09-21,2015-09-21,0,0
2457317,2015-10-22,2015-09-22,2015-09-22,0,0
2457318,2015-10-23,2015-09-23,2015-09-23,0,0
2457319,2015-10-24,2015-09-24,2015-09-24,0,0
2457320,2015-10-25,2015-09-25,2015-09-25,0,0
2457321,2015-10-26,2015-09-26,2015-09-26,0,0
2457322,2015-10-27,2015-09-27,2015-09-27,0,0
2457323,2015-10-28,2015-09-28,2015-09-28,0,0
2457324,2015-10-29,2015-09-29,2015-09-29,0,0
2457325,2015-10-30,2015-09-30,2015-09-30,0,0
2457326,2015-10-31,2015-10-01,2015-10-01,0,1
2457327,2015-11-01,2015-10-01,2015-10-02,1,0
2457328,2015-11-02,2015-10-02,2015-10-03,0,0
2457329,2015-11-03,2015-10-03,2015-10-04,0,0
2457330,2015-11-04,2015-10-04,2015-10-05,0,0
2457331,2015-11-05,2015-10-05,2015-10-06,0,0
2457332,2015-11-06,2015-10-06,2015-10-07,0,0
2457333,2015-11-07,2015-10-07,2015-10-08,0,0
2457334,2015-11-08,2015-10-08,2015-10-09,0,0
2457335,2015-11-09,2015-10-09,2015-10-10,0,0
2457336,2015-11-10,2015-10-10,2015-10-11,0,0
2457337,2015-11-11,2015-10-11,2015-10-12,0,0
2457338,2015-11-12,2015-10-12,2015-10-13,0,0
2457339,2015-11-13,2015-10-13,2015-10-14,0,0
2457340,2015-11-14,2015-10-14,2015-10-15,0,0
2457341,2015-11-15,2015-10-15,2015-10-16,0,0
2457342,2015-11-16,2015-10-16,2015-10-17,0,0
2457343,2015-11-17,2015-10-17,2015-10-18,0,0
2457344,2015-11-18,2015-10-18,2015-10-19,0,0
2457345,2015-11-19,2015-10-19,2015-10-20,0,0
2457346,2015-11-20,2015-10-20,2015-10-21,0,0
2457347,2015-11-21,2015-10-21,2015-10-22,0,0
2457348,2015-11-22,2015-10-22,2015-10-23,0,0
2457349,2015-11-23,2015-10-23,2015-10-24,0,0
2457350,2015-11-24,2015-10-24,2015-10-25,0,0
2457351,2015-11-25,2015-10-25,2015-10-26,0,0
2457352,2015-11-26,2015-10-26,2015-10-27,0,0
2457353,2015-11-27,2015-10-27,2015-10-28,0,0
2457354,2015-11-28,2015-10-28,2015-10-29,0,0
2457355,2015-11-29,2015-10-29,2015-10-30,0,0
2457356,2015-11-30,2015-10-30,2015-10-31,0,1
2457357,2015-12-01,2015-11-01,2015-11-01,1,0
2457358,2015-12-02,2015-11-02,2015-11-02,0,0
2457359,2015-12-03,2015-11-03,2015-11-03,0,0
2457360,2015-12-04,2015-11-04,2015-11-04,0,0
2457361,2015-12-05,2015-11-05,2015-11-05,0,0
2457362,2015-12-06,2015-11-06,2015-11-06,0,0
2457363,2015-12-07,2015-11-07,2015-11-07,0,0
2457364,2015-12-08,2015-11-08,2015-11-08,0,0
2457365,2015-12-09,2015-11-09,2015-11-09,0,0
2457366,2015-12-10,2015-11-10,2015-11-10,0,0
2457367,2015-12-11,2015-11-11,2015-11-11,0,0
2457368,2015-12-12,2015-11-12,2015-11-12,0,0
2457369,2015-12-13,2015-11-13,2015-11-13,0,0
2457370,2015-12-14,2015-11-14,2015-11-14,0,0
2457371,2015-12-15,2015-11-15,2015-11-15,0,0
2457372,2015-12-16,2015-11-16,2015-11-16,0,0
2457373,2015-12-17,2015-11-17,2015-11-17,0,0
2457374,2015-12-18,2015-11-18,2015-11-18,0,0
2457375,2015-12-19,2015-11-19,2015-11-19,0,0
2457376,2015-12-20,2015-11-20,2015-11-20,0,0
2457377,2015-12-21,2015-11-21,2015-11-21,0,0
2457378,2015-12-22,2015-11-22,2015-11-22,0,0
2457379,2015-12-23,2015-11-23,2015-11-23,0,0
2457380,2015-12-24,2015-11-24,2015-11-24,0,0
2457381,2015-12-25,2015-11-25,2015-11-25,0,0
2457382,2015-12-26,2015-11-26,2015-11-26,0,0
2457383,2015-12-27,2015-11-27,2015-11-27,0,0
2457384,2015-12-28,2015-11-28,2015-11-28,0,0
2457385,2015-12-29,2015-11-29,2015-11-29,0,0
2457386,2015-12-30,2015-11-30,2015-11-30,0,0
2457387,2015-12-31,2015-12-01,2015-12-01,0,1
2457388,2016-01-01,2015-12-01,2015-12-02,1,0
2457389,2016-01-02,2015-12-02,2015-12-03,0,0
2457390,2016-01-03,2015-12-03,2015-12-04,0,0
2457391,2016-01-04,2015-12-04,2015-12-05,0,0
2457392,2016-01-05,2015-12-05,2015-12-06,0,0
2457393,2016-01-06,2015-12-06,2015-12-07,0,0
2457394,2016-01-07,2015-12-07,2015-12-08,0,0
2457395,2016-01-08,2015-12-08,2015-12-09,0,0
2457396,2016-01-09,2015-12-09,2015-12-10,0,0
2457397,2016-01-10,2015-12-10,2015-12-11,0,0
2457398,2016-01-11,2015-12-11,2015-12-12,0,0
2457399,2016-01-12,2015-12-12,2015-12-13,0,0
2457400,2016-01-13,2015-12-13,2015-12-14,0,0
2457401,2016-01-14,2015-12-14,2015-12-15,0,0
2457402,2016-01-15,2015-12-15,2015-12-16,0,0
2457403,2016-01-16,2015-12-16,2015-12-17,0,0
2457404,2016-01-17,2015-12-17,2015-12-18,0,0
2457405,2016-01-18,2015-12-18,2015-12-19,0,0
2457406,2016-01-19,2015-12-19,2015-12-20,0,0
2457407,2016-01-20,2015-12-20,2015-12-21,0,0
2457408,2016-01-21,2015-12-21,2015-12-22,0,0
2457409,2016-01-22,2015-12-22,2015-12-23,0,0
2457410,2016-01-23,2015-12-23,2015-12-24,0,0
2457411,2016-01-24,2015-12-24,2015-12-25,0,0
2457412,2016-01-25,2015-12-25,2015-12-26,0,0
2457413,2016-01-26,2015-12-26,2015-12-27,0,0
2457414,2016-01-27,2015-12-27,2015-12-28,0,0
2457415,2016-01-28,2015-12-28,2015-12-29,0,0
2457416,2016-01-29,2015-12-29,2015-12-30,0,0
2457417,2016-01-30,2015-12-30,2015-12-31,0,0
2457418,2016-01-31,2015-12-31,2016-01-01,0,1
2457419,2016-02-01,2016-01-01,2016-01-02,1,0
2457420,2016-02-02,2016-01-02,2016-01-03,0,0
2457421,2016-02-03,2016-01-03,2016-01-04,0,0
2457422,2016-02-04,2016-01-04,2016-01-05,0,0
2457423,2016-02-05,2016-01-05,2016-01-06,0,0
2457424,2016-02-06,2016-01-06,2016-01-07,0,0
2457425,2016-02-07,2016-01-07,2016-01-08,0,0
2457426,2016-02-08,2016-01-08,2016-01-09,0,0
2457427,2016-02-09,2016-01-09,2016-01-10,0,0
2457428,2016-02-10,2016-01-10,2016-01-11,0,0
2457429,2016-02-11,2016-01-11,2016-01-12,0,0
2457430,2016-02-12,2016-01-12,2016-01-13,0,0
2457431,2016-02-13,2016-01-13,2016-01-14,0,0
2457432,2016-02-14,2016-01-14,2016-01-15,0,0
2457433,2016-02-15,2016-01-15,2016-01-16,0,0
2457434,2016-02-16,2016-01-16,2016-01-17,0,0
2457435,2016-02-17,2016-01-17,2016-01-18,0,0
2457436,2016-02-18,2016-01-18,2016-01-19,0,0
2457437,2016-02-19,2016-01-19,2016-01-20,0,0
2457438,2016-02-20,2016-01-20,2016-01-21,0,0
2457439,2016-02-21,2016-01-21,2016-01-22,0,0
2457440,2016-02-22,2016-01-22,2016-01-23,0,0
2457441,2016-02-23,2016-01-23,2016-01-24,0,0
2457442,2016-02-24,2016-01-24,2016-01-25,0,0
2457443,2016-02-25,2016-01-25,2016-01-26,0,0
2457444,2016-02-26,2016-01-26,2016-01-27,0,0
2457445,2016-02-27,2016-01-27,2016-01-28,0,0
2457446,2016-02-28,2016-01-28,2016-01-29,0,0
2457447,2016-02-29,2016-01-29,2016-01-30,0,1
2457448,2016-03-01,2016-02-01,2016-01-31,1,0
2457449,2016-03-02,2016-02-02,2016-02-01,0,0
2457450,2016-03-03,2016-02-03,2016-02-02,0,0
2457451,2016-03-04,2016-02-04,2016-02-03,0,0
2457452,2016-03-05,2016-02-05,2016-02-04,0,0
2457453,2016-03-06,2016-02-06,2016-02-05,0,0
2457454,2016-03-07,2016-02-07,2016-02-06,0,0
2457455,2016-03-08,2016-02-08,2016-02-07,0,0
2457456,2016-03-09,2016-02-09,2016-02-08,0,0
2457457,2016-03-10,2016-02-10,2016-02-09,0,0
2457458,2016-03-11,2016-02-11,2016-02-10,0,0
2457459,2016-03-12,2016-02-12,2016-02-11,0,0
2457460,2016-03-13,2016-02-13,2016-02-12,0,0
2457461,2016-03-14,2016-02-14,2016-02-13,0,0
2457462,2016-03-15,2016-02-15,2016-02-14,0,0
2457463,2016-03-16,2016-02-16,2016-02-15,0,0
2457464,2016-03-17,2016-02-17,2016-02-16,0,0
2457465,2016-03-18,2016-02-18,2016-02-17,0,0
2457466,2016-03-19,2016-02-19,2016-02-18,0,0
2457467,2016-03-20,2016-02-20,2016-02-19,0,0
2457468,2016-03-21,2016-02-21,2016-02-20,0,0
2457469,2016-03-22,2016-02-22,2016-02-21,0,0
2457470,2016-03-23,2016-02-23,2016-02-22,0,0
2457471,2016-03-24,2016-02-24,2016-02-23,0,0
2457472,2016-03-25,2016-02-25,2016-02-24,0,0
2457473,2016-03-26,2016-02-26,2016-02-25,0,0
2457474,2016-03-27,2016-02-27,2016-02-26,0,0
2457475,2016-03-28,2016-02-28,2016-02-27,0,0
2457476,2016-03-29,2016-02-29,2016-02-28,0,0
2457477,2016-03-30,2016-03-01,2016-02-29,0,0
2457478,2016-03-31,2016-03-02,2016-03-01,0,1
2457479,2016-04-01,2016-03-01,2016-03-02,1,0
2457480,2016-04-02,2016-03-02,2016-03-03,0,0
2457481,2016-04-03,2016-03-03,2016-03-04,0,0
2457482,2016-04-04,2016-03-04,2016-03-05,0,0
2457483,2016-04-05,2016-03-05,2016-03-06,0,0
2457484,2016-04-06,2016-03-06,2016-03-07,0,0
2457485,2016-04-07,2016-03-07,2016-03-08,0,0
2457486,2016-04-08,2016-03-08,2016-03-09,0,0
2457487,2016-04-09,2016-03-09,2016-03-10,0,0
2457488,2016-04-10,2016-03-10,2016-03-11,0,0
2457489,2016-04-11,2016-03-11,2016-03-12,0,0
2457490,2016-04-12,2016-03-12,2016-03-13,0,0
2457491,2016-04-13,2016-03-13,2016-03-14,0,0
2457492,2016-04-14,2016-03-14,2016-03-15,0,0
2457493,2016-04-15,2016-03-15,2016-03-16,0,0
2457494,2016-04-16,2016-03-16,2016-03-17,0,0
2457495,2016-04-17,2016-03-17,2016-03-18,0,0
2457496,2016-04-18,2016-03-18,2016-03-19,0,0
2457497,2016-04-19,2016-03-19,2016-03-20,0,0
2457498,2016-04-20,2016-03-20,2016-03-21,0,0
2457499,2016-04-21,2016-03-21,2016-03-22,0,0
2457500,2016-04-22,2016-03-22,2016-03-23,0,0
2457501,2016-04-23,2016-03-23,2016-03-24,0,0
2457502,2016-04-24,2016-03-24,2016-03-25,0,0
